std_dev_ch1,std_dev_ch2,rms_ch1,rms_ch2,min_ch1,min_ch2,max_ch1,max_ch2,zero_crossings_ch1,zero_crossings_ch2,avg_amp_change_ch1,avg_amp_change_ch2,amp_first_burst_ch1,amp_first_burst_ch2,mean_abs_value_ch1,mean_abs_value_ch2,wave_form_length_ch1,wave_form_length_ch2,willison_amp_ch1,willison_amp_ch2,classification
10.08569191897798,9.774972933518292,10.098005131460777,9.785726355441119,-17.67583994,-16.75075077,16.790813322584977,15.903251841469876,4,4,1.561708304431824,1.5136077865835451,0.00196799,0.001007995,8.329440053,8.160705212029928,106.19616470136404,102.92532948768107,62,61,1
9.526788636568414,9.012518900780078,9.646644212569027,9.151592776847156,-13.10848766,-12.86035931,17.10167138991916,15.92052112032533,2,2,1.5082363453764684,1.4528700503006202,-0.002483988,-0.003613073,8.231334421391562,7.824310152832754,81.44476265,78.45498271623349,50,50,2
7.426329125839294,7.202624347116339,7.747541308460406,7.507349014682746,-14.782063,-14.77651416,10.234985351893696,10.015076841924706,3,3,1.417223212773571,1.3627637326712896,-0.005502409,-0.00520132,6.505376779153777,6.231766781118956,76.53005348977284,73.58924156424963,50,53,3
9.812126578227545,9.53061814,9.850745271644222,9.559907741455216,-12.53481044,-11.75398979,19.562519476097282,19.020092008183774,3,3,1.4190707367176498,1.360099125188727,0.001942027,0.001377484,7.766200779,7.553310999585593,76.62981978275309,73.44535276019127,48,49,4
8.795398863207927,8.616391697264959,8.798616106531549,8.623597085961023,-11.96909341,-11.76760612,15.927769324124453,15.622865428853789,2,2,1.234832844337474,1.230534261,-0.001528029,-0.002431297,7.407796564279669,7.303763691618951,66.68097359,66.44885007794635,49,52,5
10.581401131156232,8.576184543781636,10.620785415800743,8.596675786955396,-18.95174017,-12.16061837,19.65624845267534,17.250379729108186,3,3,1.3687480160762862,1.1348241035424305,-0.057577974,-0.004505588,9.009553404529353,7.252194311276117,104.02484922179775,86.24663186922471,76,73,6
8.165625747569882,7.940578936550385,8.182212557713452,7.970625260525056,-10.82537114,-10.85849866,15.529081917256889,14.748711898202357,3,3,1.2270059156888906,1.1959731522607453,0.000940904,0.000368835,6.677583558244106,6.579222273430652,66.25831945,64.58255022208024,47,46,7
6.381596940003121,5.9459629741689595,6.415615447208828,5.993481781227893,-11.86580075,-10.94245248,8.970861777012304,9.106333783007692,2,2,0.9747788212729046,0.9163226749954675,0.005276592,0.00498303,5.454500872735302,5.0653104416173145,52.638056348736846,49.481424449755245,52,51,1
5.994509094198271,5.467963935918888,6.021733487226421,5.505412369805815,-13.87599821,-12.63707047,8.644570948779348,8.364979884617558,2,2,0.7664964426533615,0.7356790646414831,0.002251745,0.001994258,4.668246834427576,4.230591682641234,62.08621185492228,59.59000423596014,73,71,2
6.741053643049425,6.3681865756575995,6.7978225606543985,6.414466689687367,-13.47538446,-14.06273798,10.40371654869159,8.450097189625733,5,6,1.1938434890442973,0.9684796831057968,-0.019390769,0.000458754,5.638445406788061,4.909060234708633,87.1505747,70.69901686672317,71,62,3
5.659153543083395,5.3810365950437555,5.666418682573878,5.387346469156673,-10.14885501,-10.38874734,12.538626903497143,11.612710680605382,5,5,0.8808364781179925,0.8448760604092274,0.000476098,0.000615822,4.357765042550024,4.123186672692601,69.58608177,66.74520877232897,73,73,4
6.7108371186618445,6.227448234792448,6.750869528007078,6.265844521193926,-6.694606227,-7.632167311,15.900359825786122,14.400539439385309,2,3,0.8521063829105704,0.832686808,-0.020901302,7.272936860624493e-05,5.246823973025752,4.752625809844696,62.203765952471635,60.78613701686672,67,67,5
7.331901367694285,7.302097569979242,7.446646641114728,7.404877856763364,-14.92813333,-14.86745131,10.122358902687626,9.731378803827647,3,3,1.0674319255966058,1.0480564531145817,-0.001799009,-0.001505447,5.740415214167569,5.733739931505071,57.64132398221672,56.595048468187414,50,45,6
6.968200595170734,6.557299455,7.086283324422875,6.694958049170532,-11.76440013,-10.90162553,12.72036017532418,12.296286630466554,2,3,1.0568009442183892,1.0244878290662367,0.00441096,0.004207725,5.770536987832423,5.4181612851226095,57.06725098779302,55.322342769576785,51,51,7
